gene_symbol,entrez_id,compound_id
OPRK1,4986,BRD-K88172511
OPRM1,4988,BRD-K88172511
SIGMAR1,10280,BRD-K88172511
ACAA2,10449,BRD-K88366685
DHFR,1719,BRD-K88429204
SLC47A1,55244,BRD-K88429204
PSMA1,5682,BRD-K88510285
PSMA2,5683,BRD-K88510285
PSMA3,5684,BRD-K88510285
PSMA4,5685,BRD-K88510285
PSMA5,5686,BRD-K88510285
PSMA6,5687,BRD-K88510285
PSMA7,5688,BRD-K88510285
PSMA8,143471,BRD-K88510285
PSMB1,5689,BRD-K88510285
PSMB10,5699,BRD-K88510285
PSMB11,122706,BRD-K88510285
PSMB2,5690,BRD-K88510285
PSMB3,5691,BRD-K88510285
PSMB4,5692,BRD-K88510285
PSMB5,5693,BRD-K88510285
PSMB6,5694,BRD-K88510285
PSMB7,5695,BRD-K88510285
PSMB8,5696,BRD-K88510285
PSMB9,5698,BRD-K88510285
PSMD1,5707,BRD-K88510285
PSMD2,5708,BRD-K88510285
RELA,5970,BRD-K88510285
MAOA,4128,BRD-K88568253
MAOB,4129,BRD-K88568253
DRD2,1813,BRD-K88611939
GRIA1,2890,BRD-K88611939
GRIA2,2891,BRD-K88611939
GRIA3,2892,BRD-K88611939
GRIA4,2893,BRD-K88611939
HTR2A,3356,BRD-K88611939
CA1,759,BRD-K88682005
CA2,760,BRD-K88682005
CA4,762,BRD-K88682005
SLC12A3,6559,BRD-K88682005
DNMT1,1786,BRD-K88701661
HTR2A,3356,BRD-K88743730
HTR2B,3357,BRD-K88743730
HTR2C,3358,BRD-K88743730
HTR4,3360,BRD-K88743730
CYP19A1,1588,BRD-K88789588
HTR1A,3350,BRD-K89055274
THRA,7067,BRD-K89152108
THRB,7068,BRD-K89152108
ADRB1,153,BRD-K89208535
ADRB2,154,BRD-K89208535
ACACA,31,BRD-K89210380
ACACB,32,BRD-K89210380
HLCS,3141,BRD-K89210380
MCCC1,56922,BRD-K89210380
MCCC2,64087,BRD-K89210380
PC,5091,BRD-K89210380
PCCA,5095,BRD-K89210380
PCCB,5096,BRD-K89210380
SLC5A6,8884,BRD-K89210380
SIGMAR1,10280,BRD-K89237706
OPRK1,4986,BRD-K89272869
OPRM1,4988,BRD-K89272869
FDPS,2224,BRD-K89337853
GGPS1,9453,BRD-K89337853
ACE,1636,BRD-K89348303
CHRM1,1128,BRD-K89375097
CHRM2,1129,BRD-K89375097
CHRM3,1131,BRD-K89375097
CHRM4,1132,BRD-K89375097
CHRM5,1133,BRD-K89375097
TOP1,7150,BRD-K89561498
CHRM1,1128,BRD-K89704198
CHRM2,1129,BRD-K89704198
CHRM3,1131,BRD-K89704198
CHRM4,1132,BRD-K89704198
ALOX5,240,BRD-K89714990
ADRA1A,148,BRD-K89732114
CALM1,801,BRD-K89732114
CALY,50632,BRD-K89732114
DRD2,1813,BRD-K89732114
DRD4,1815,BRD-K89732114
HRH1,3269,BRD-K89732114
HTR2A,3356,BRD-K89732114
HTR2C,3358,BRD-K89732114
S100A4,6275,BRD-K89732114
TNNC1,7134,BRD-K89732114
CHRM1,1128,BRD-K89923877
CHRM2,1129,BRD-K89923877
CHRM3,1131,BRD-K89923877
CHRM4,1132,BRD-K89923877
CHRM5,1133,BRD-K89923877
SI,6476,BRD-K89923877
ADRA1A,148,BRD-K89997465
ADRA1B,147,BRD-K89997465
ADRA1D,146,BRD-K89997465
ADRA2A,150,BRD-K89997465
ADRA2B,151,BRD-K89997465
ADRA2C,152,BRD-K89997465
CALM1,801,BRD-K89997465
CHRM1,1128,BRD-K89997465
CHRM3,1131,BRD-K89997465
DRD1,1812,BRD-K89997465
DRD2,1813,BRD-K89997465
DRD3,1814,BRD-K89997465
DRD4,1815,BRD-K89997465
DRD5,1816,BRD-K89997465
HRH1,3269,BRD-K89997465
HRH4,59340,BRD-K89997465
HTR1A,3350,BRD-K89997465
HTR2A,3356,BRD-K89997465
HTR2B,3357,BRD-K89997465
HTR2C,3358,BRD-K89997465
HTR6,3362,BRD-K89997465
HTR7,3363,BRD-K89997465
KCNH2,3757,BRD-K89997465
ORM1,5004,BRD-K89997465
ORM2,5005,BRD-K89997465
SMPD1,6609,BRD-K89997465
TRPC5,7224,BRD-K89997465
AR,367,BRD-K90027355
CACNA1A,773,BRD-K90027355
CACNA1B,774,BRD-K90027355
CACNA1C,775,BRD-K90027355
CACNA1D,776,BRD-K90027355
CACNA1F,778,BRD-K90027355
CACNA1G,8913,BRD-K90027355
CACNA1H,8912,BRD-K90027355
CACNA1I,8911,BRD-K90027355
CACNA1S,779,BRD-K90027355
CACNA2D1,781,BRD-K90027355
CACNA2D2,9254,BRD-K90027355
CACNA2D3,55799,BRD-K90027355
CACNB1,782,BRD-K90027355
CACNB2,783,BRD-K90027355
CACNB3,784,BRD-K90027355
CACNB4,785,BRD-K90027355
CACNG1,786,BRD-K90027355
CYP11B2,1585,BRD-K90027355
NR3C1,2908,BRD-K90027355
NR3C2,4306,BRD-K90027355
PGR,5241,BRD-K90027355
SHBG,6462,BRD-K90027355
ESR1,2099,BRD-K90195324
ESR2,2100,BRD-K90195324
ADRA1A,148,BRD-K90333595
ADRA1B,147,BRD-K90333595
ADRA1D,146,BRD-K90333595
ADRA2A,150,BRD-K90333595
ADRA2B,151,BRD-K90333595
ADRA2C,152,BRD-K90333595
SQLE,6713,BRD-K90630139
ADRA1A,148,BRD-K90789829
ADRA1B,147,BRD-K90789829
ADRA2A,150,BRD-K90789829
CYP3A4,1576,BRD-K90789829
HTR1A,3350,BRD-K90789829
HTR2A,3356,BRD-K90789829
HTR2C,3358,BRD-K90789829
SLC6A2,6530,BRD-K90789829
SLC6A3,6531,BRD-K90789829
SLC6A4,6532,BRD-K90789829
SLC5A1,6523,BRD-K90868879
SLC5A2,6524,BRD-K90868879
CHRM1,1128,BRD-K90885812
CHRM2,1129,BRD-K90885812
CHRM3,1131,BRD-K90885812
CHRM4,1132,BRD-K90885812
ADRA2B,151,BRD-K91111634
DRD1,1812,BRD-K91111634
DRD2,1813,BRD-K91111634
DRD3,1814,BRD-K91111634
DRD4,1815,BRD-K91111634
DRD5,1816,BRD-K91111634
HTR1A,3350,BRD-K91111634
CHRM1,1128,BRD-K91244729
ADRA1A,148,BRD-K91263825
ADRA1B,147,BRD-K91263825
ADRA1D,146,BRD-K91263825
ADRA2A,150,BRD-K91263825
ADRA2B,151,BRD-K91263825
ADRA2C,152,BRD-K91263825
ADRB1,153,BRD-K91263825
ADRB2,154,BRD-K91263825
ADRB3,155,BRD-K91263825
CHRM1,1128,BRD-K91263825
CHRM2,1129,BRD-K91263825
CHRM3,1131,BRD-K91263825
CHRM4,1132,BRD-K91263825
CHRM5,1133,BRD-K91263825
DRD2,1813,BRD-K91263825
HRH1,3269,BRD-K91263825
HTR1A,3350,BRD-K91263825
HTR2A,3356,BRD-K91263825
HTR2C,3358,BRD-K91263825
HTR6,3362,BRD-K91263825
KCNJ10,3766,BRD-K91263825
PGRMC1,10857,BRD-K91263825
SIGMAR1,10280,BRD-K91263825
SLC6A2,6530,BRD-K91263825
SLC6A4,6532,BRD-K91263825
HNMT,3176,BRD-K91290917
HRH1,3269,BRD-K91315211
HRH3,11255,BRD-K91315211
MME,4311,BRD-K91456750
ADA,100,BRD-K91543828
HPRT1,3251,BRD-K91601245
IMPDH1,3614,BRD-K91601245
IMPDH2,3615,BRD-K91601245
PPAT,5471,BRD-K91601245
SCN5A,6331,BRD-K91699951
CTSL,1514,BRD-K91740057
SCNN1A,6337,BRD-K92049597
SCNN1B,6338,BRD-K92049597
SCNN1D,6339,BRD-K92049597
SCNN1G,6340,BRD-K92049597
PGR,5241,BRD-K92073408
MAOA,4128,BRD-K92129045
MAOB,4129,BRD-K92129045
MTTP,4547,BRD-K92213669
IMPDH1,3614,BRD-K92428153
IMPDH2,3615,BRD-K92428153
RXRA,6256,BRD-K92441787
RXRB,6257,BRD-K92441787
RXRG,6258,BRD-K92441787
NPY2R,4887,BRD-K92611362
SST,6750,BRD-K92611362
MAOB,4129,BRD-K92613113
ABL1,25,BRD-K92723993
CSF1R,1436,BRD-K92723993
DDR1,780,BRD-K92723993
KIT,3815,BRD-K92723993
NTRK1,4914,BRD-K92723993
PDGFRA,5156,BRD-K92723993
PDGFRB,5159,BRD-K92723993
RET,5979,BRD-K92723993
ACE,1636,BRD-K92731339
BLVRB,645,BRD-K92760278
RFK,55312,BRD-K92760278
KCNQ1,3784,BRD-K92778217
PTGS1,5742,BRD-K92778217
PTGS2,5743,BRD-K92778217
TRPM3,80036,BRD-K92778217
PGR,5241,BRD-K92902018
DRD2,1813,BRD-K92984783
HTR2A,3356,BRD-K92984783
ADA,100,BRD-K93034159
PNP,4860,BRD-K93034159
POLA1,5422,BRD-K93034159
POLE,5426,BRD-K93034159
POLE2,5427,BRD-K93034159
POLE3,54107,BRD-K93034159
POLE4,56655,BRD-K93034159
RRM1,6240,BRD-K93034159
RRM2,6241,BRD-K93034159
RRM2B,50484,BRD-K93034159
PDE4A,5141,BRD-K93208532
PDE4B,5142,BRD-K93208532
PDE4C,5143,BRD-K93208532
PDE4D,5144,BRD-K93208532
AVPR1A,552,BRD-K93331255
AVPR1B,553,BRD-K93331255
AVPR2,554,BRD-K93331255
MAOA,4128,BRD-K93332168
MAOB,4129,BRD-K93332168
CHRM3,1131,BRD-K93441486
F2R,2149,BRD-K93442924
SCN10A,6336,BRD-K93460210
SCN11A,11280,BRD-K93460210
SCN1A,6323,BRD-K93460210
SCN2A,6326,BRD-K93460210
SCN3A,6328,BRD-K93460210
SCN4A,6329,BRD-K93460210
SCN5A,6331,BRD-K93460210
SCN7A,6332,BRD-K93460210
SCN8A,6334,BRD-K93460210
SCN9A,6335,BRD-K93460210
DRD2,1813,BRD-K93461745
HTR1A,3350,BRD-K93461745
ANXA1,301,BRD-K93568044
NOS2,4843,BRD-K93568044
NR3C1,2908,BRD-K93568044
NR3C2,4306,BRD-K93568044
AKR1C1,1645,BRD-K93632104
ASIC3,9311,BRD-K93632104
PTGS1,5742,BRD-K93632104
PTGS2,5743,BRD-K93632104
PDE11A,50940,BRD-K93645900
PDE5A,8654,BRD-K93645900
EBP,10682,BRD-K93754473
ESR1,2099,BRD-K93754473
ESR2,2100,BRD-K93754473
GPER1,2852,BRD-K93754473
PRKCA,5578,BRD-K93754473
PRKCB,5579,BRD-K93754473
PRKCD,5580,BRD-K93754473
PRKCE,5581,BRD-K93754473
PRKCG,5582,BRD-K93754473
PRKCI,5584,BRD-K93754473
PRKCQ,5588,BRD-K93754473
PRKCZ,5590,BRD-K93754473
PRKCA,5578,BRD-K93779381
PRKCB,5579,BRD-K93779381
PRKCD,5580,BRD-K93779381
PRKCE,5581,BRD-K93779381
PRKCG,5582,BRD-K93779381
GABRB1,2560,BRD-K93814253
GLRA1,2741,BRD-K93814253
GLRA2,2742,BRD-K93814253
GLRA3,8001,BRD-K93814253
GLRB,2743,BRD-K93814253
TRHR,7201,BRD-K93869735
CSF1R,1436,BRD-K93918653
FLT3,2322,BRD-K93918653
KIT,3815,BRD-K93918653
PDGFRA,5156,BRD-K93918653
PDGFRB,5159,BRD-K93918653
RET,5979,BRD-K93918653
CNR1,1268,BRD-K94062100
DAGLA,747,BRD-K94062100
DAGLB,221955,BRD-K94062100
FASN,2194,BRD-K94062100
LIPF,8513,BRD-K94062100
PNLIP,5406,BRD-K94062100
RRM1,6240,BRD-K94146583
NR3C1,2908,BRD-K94353609
SERPINA6,866,BRD-K94353609
AHR,196,BRD-K94436377
CYP3A4,1576,BRD-K94830213
DMD,1756,BRD-K94830329
PANX1,24145,BRD-K95237249
SLC22A11,55867,BRD-K95237249
SLC22A6,9356,BRD-K95237249
SLC22A8,9376,BRD-K95237249
SLCO1C1,53919,BRD-K95237249
ESR1,2099,BRD-K95309561
SLC18A1,6570,BRD-K95739795
SLC18A2,6571,BRD-K95739795
PDGFRA,5156,BRD-K95763993
CHRM1,1128,BRD-K95773607
CHRM2,1129,BRD-K95773607
CHRM3,1131,BRD-K95773607
CHRM4,1132,BRD-K95773607
CHRM5,1133,BRD-K95773607
SLC19A2,10560,BRD-K95785345
SLC19A3,80704,BRD-K95785345
TPK1,27010,BRD-K95785345
SLC18A1,6570,BRD-K95921201
SLC18A2,6571,BRD-K95921201
PGR,5241,BRD-K96037667
HSD11B1,3290,BRD-K96137854
ACE,1636,BRD-K96177243
ADRA1A,148,BRD-K96253961
CA2,760,BRD-K96282009
GCK,2645,BRD-K96344439
CACNA1C,775,BRD-K96354014
CACNA1D,776,BRD-K96354014
CACNA1F,778,BRD-K96354014
CACNA1H,8912,BRD-K96354014
CACNA1S,779,BRD-K96354014
CACNA2D1,781,BRD-K96354014
CACNB2,783,BRD-K96354014
CALM1,801,BRD-K96354014
GLRA1,2741,BRD-K96354014
GLRA3,8001,BRD-K96354014
GLRB,2743,BRD-K96354014
KCNA1,3736,BRD-K96354014
KCNA5,3741,BRD-K96354014
NR1I2,8856,BRD-K96354014
TRPM3,80036,BRD-K96354014
DPP4,1803,BRD-K96550715
CHRM3,1131,BRD-K96740444
DRD2,1813,BRD-K96740444
FURIN,5045,BRD-K96862998
TNF,7124,BRD-K96862998
GNRHR,2798,BRD-K96874295
CYP3A4,1576,BRD-K97010173
CYSLTR1,10800,BRD-K97045029
CYSLTR2,57105,BRD-K97045029
IL5,3567,BRD-K97045029
MUC2,4583,BRD-K97045029
NFKB1,4790,BRD-K97045029
RNASE3,6037,BRD-K97045029
TNF,7124,BRD-K97045029
F10,2159,BRD-K97058489
ADRA1A,148,BRD-K97158071
DRD2,1813,BRD-K97158071
DRD3,1814,BRD-K97158071
DRD4,1815,BRD-K97158071
HTR2A,3356,BRD-K97158071
ACY1,95,BRD-K97163964
ACY3,91703,BRD-K97163964
ADSS,159,BRD-K97163964
ADSSL1,122622,BRD-K97163964
ASNS,440,BRD-K97163964
ASPA,443,BRD-K97163964
ASPH,444,BRD-K97163964
ASRGL1,80150,BRD-K97163964
ASS1,445,BRD-K97163964
CAD,790,BRD-K97163964
DARS,1615,BRD-K97163964
DARS2,55157,BRD-K97163964
GOT1,2805,BRD-K97163964
GOT2,2806,BRD-K97163964
GRIN1,2902,BRD-K97163964
GRIN2A,2903,BRD-K97163964
GRIN2B,2904,BRD-K97163964
GRIN2C,2905,BRD-K97163964
GRIN2D,2906,BRD-K97163964
LYZ,4069,BRD-K97163964
PAICS,10606,BRD-K97163964
RNASE1,6035,BRD-K97163964
SLC1A1,6505,BRD-K97163964
SLC25A12,8604,BRD-K97163964
SLC25A13,10165,BRD-K97163964
AOC1,26,BRD-K97181089
ASIC1,41,BRD-K97181089
ASIC2,40,BRD-K97181089
ASIC3,9311,BRD-K97181089
PKD2,5311,BRD-K97181089
PKD2L1,9033,BRD-K97181089
PLAU,5328,BRD-K97181089
SCNN1A,6337,BRD-K97181089
SCNN1B,6338,BRD-K97181089
SCNN1D,6339,BRD-K97181089
SCNN1G,6340,BRD-K97181089
SLC9A1,6548,BRD-K97181089
TRPC7,57113,BRD-K97181089
TRPV2,51393,BRD-K97181089
CACNA1C,775,BRD-K97181463
CACNA1G,8913,BRD-K97181463
DRD1,1812,BRD-K97309399
DRD2,1813,BRD-K97309399
HRH1,3269,BRD-K97309399
HTR2A,3356,BRD-K97309399
ATP5A1,498,BRD-K97399794
ATP5B,506,BRD-K97399794
ATP5C1,509,BRD-K97399794
HCK,3055,BRD-K97399794
HIBCH,26275,BRD-K97399794
PIK3CG,5294,BRD-K97399794
PIM1,5292,BRD-K97399794
STK17B,9262,BRD-K97399794
UGT3A1,133688,BRD-K97399794
TACR1,6869,BRD-K97428065
ADRA1A,148,BRD-K97440753
ADRB1,153,BRD-K97440753
DRD1,1812,BRD-K97440753
DRD2,1813,BRD-K97440753
DRD3,1814,BRD-K97440753
DRD4,1815,BRD-K97440753
DRD5,1816,BRD-K97440753
HTR1A,3350,BRD-K97440753
HTR2A,3356,BRD-K97440753
HTR3A,3359,BRD-K97440753
HTR4,3360,BRD-K97440753
HTR5A,3361,BRD-K97440753
HTR6,3362,BRD-K97440753
HTR7,3363,BRD-K97440753
AR,367,BRD-K97472745
ESR1,2099,BRD-K97472745
PGR,5241,BRD-K97472745
ASMT,438,BRD-K97530723
CALM1,801,BRD-K97530723
CALR,811,BRD-K97530723
EPX,8288,BRD-K97530723
ESR1,2099,BRD-K97530723
HTR2B,3357,BRD-K97530723
MPO,4353,BRD-K97530723
MTNR1A,4543,BRD-K97530723
MTNR1B,4544,BRD-K97530723
NQO2,4835,BRD-K97530723
RORB,6096,BRD-K97530723
METAP2,10988,BRD-K97534525
HRH1,3269,BRD-K97564742
ABCC8,6833,BRD-K97746869
KCNJ10,3766,BRD-K97746869
KCNJ11,3767,BRD-K97752965
ADORA1,134,BRD-K97799481
ADORA2A,135,BRD-K97799481
ADORA2B,136,BRD-K97799481
ADORA3,140,BRD-K97799481
HDAC2,3066,BRD-K97799481
PDE3A,5139,BRD-K97799481
PDE3B,5140,BRD-K97799481
PDE4A,5141,BRD-K97799481
PDE4B,5142,BRD-K97799481
PDE4C,5143,BRD-K97799481
PDE4D,5144,BRD-K97799481
PDE5A,8654,BRD-K97799481
GPR97,222487,BRD-K97810537
NR3C1,2908,BRD-K97810537
HIF1A,3091,BRD-K97874492
HSPA8,3312,BRD-K97891829
PGR,5241,BRD-K97939847
HRH1,3269,BRD-K98004573
PTAFR,5724,BRD-K98004573
AKR1B1,231,BRD-K98054437
KCNMA1,3778,BRD-K98174813
KCNN4,3783,BRD-K98174813
ADRA1A,148,BRD-K98530306
ADRA1B,147,BRD-K98530306
ADRA1D,146,BRD-K98530306
ADRA2A,150,BRD-K98530306
ADRA2B,151,BRD-K98530306
ADRA2C,152,BRD-K98530306
HRH1,3269,BRD-K98624455
ANO1,55107,BRD-K98763141
CLCN1,1180,BRD-K98763141
CLCNKA,1187,BRD-K98763141
CLCNKB,1188,BRD-K98763141
KCNQ1,3784,BRD-K98763141
PLA2G1B,5319,BRD-K98763141
PLA2G4A,5321,BRD-K98763141
PTGS1,5742,BRD-K98763141
PTGS2,5743,BRD-K98763141
UGT1A9,54600,BRD-K98763141
GABRA1,2554,BRD-K98769987
GABRA2,2555,BRD-K98769987
GABRA3,2556,BRD-K98769987
GABRA4,2557,BRD-K98769987
GABRA5,2558,BRD-K98769987
GABRA6,2559,BRD-K98769987
GABRB1,2560,BRD-K98769987
GABRB2,2561,BRD-K98769987
GABRB3,2562,BRD-K98769987
GABRD,2563,BRD-K98769987
GABRE,2564,BRD-K98769987
GABRG1,2565,BRD-K98769987
GABRG2,2566,BRD-K98769987
GABRG3,2567,BRD-K98769987
GABRP,2568,BRD-K98769987
GABRQ,55879,BRD-K98769987
PNP,4860,BRD-K99063460
GRIN1,2902,BRD-K99107520
GRIN2A,2903,BRD-K99107520
GRIN2B,2904,BRD-K99107520
GRIN2C,2905,BRD-K99107520
GRIN2D,2906,BRD-K99107520
GRIN3A,116443,BRD-K99107520
GRIN3B,116444,BRD-K99107520
CALM1,801,BRD-K99121711
SCN10A,6336,BRD-K99121711
SCN5A,6331,BRD-K99121711
NR3C1,2908,BRD-K99199077
HRH1,3269,BRD-K99300445
PYGM,5837,BRD-K99308954
TYMS,7298,BRD-K99383816
ACE,1636,BRD-K99447003
GNRHR,2798,BRD-K99504665
LHCGR,3973,BRD-K99504665
PGR,5241,BRD-K99615199
ACHE,43,BRD-K99621550
CHRNA2,1135,BRD-K99621550
HTR3A,3359,BRD-K99621550
HTR3B,9177,BRD-K99621550
KCNN1,3780,BRD-K99621550
KCNN2,3781,BRD-K99621550
KCNN3,3782,BRD-K99621550
ZACN,353174,BRD-K99621550
CTNS,1497,BRD-K99679910
SLC3A1,6519,BRD-K99679910
SLC7A11,23657,BRD-K99679910
SLC7A9,11136,BRD-K99679910
PON1,5444,BRD-K99750640
GLUD1,2746,BRD-K99792991
SDHD,6392,BRD-K99792991
ATP1A1,476,BRD-K99919177
ATP1A2,477,BRD-K99919177
ATP1A3,478,BRD-K99919177
ATP1A4,480,BRD-K99919177
ATP1B1,481,BRD-K99919177
ATP1B2,482,BRD-K99919177
ATP1B3,483,BRD-K99919177
FXYD2,486,BRD-K99919177
TYR,7299,BRD-K99946902
ABL1,25,BRD-K99964838
BCR,613,BRD-K99964838
CAMK1D,57118,BRD-K99964838
CAMK2G,818,BRD-K99964838
CDK2,1017,BRD-K99964838
FRK,2444,BRD-K99964838
FYN,2534,BRD-K99964838
HCK,3055,BRD-K99964838
LYN,4067,BRD-K99964838
MAP2K1,5604,BRD-K99964838
MAP2K2,5605,BRD-K99964838
MAP3K2,10746,BRD-K99964838
MAP4K5,11183,BRD-K99964838
SRC,6714,BRD-K99964838
STK10,6793,BRD-K99964838
STK24,8428,BRD-K99964838
STK4,6789,BRD-K99964838
TNK2,10188,BRD-K99964838
TXK,7294,BRD-K99964838
ADRB2,154,BRD-M00027710
AGTR1,185,BRD-M00027711
MME,4311,BRD-M00027711
HRH1,3269,BRD-M00027712
HCAR1,27198,BRD-M29182745
HMOX1,3162,BRD-M42056162
HMOX2,3163,BRD-M42056162
F12,2161,BRD-M75061779
FABP4,2167,BRD-M75061779
FFAR1,2864,BRD-M75061779
FFAR4,338557,BRD-M75061779
PLD2,5338,BRD-M75061779
DRD2,1813,BRD-M80207679
DRD3,1814,BRD-M80207679
DRD4,1815,BRD-M80207679
HIF1A,3091,BRD-M87138257
ESR1,2099,BRD-M93148412
ESR2,2100,BRD-M93148412
